number,status,play number,score,year,topic
1548,28,2.2y,,2011,5
1549,30,2348.7w,,2011,5
1550,40,2773.7w,7.5,2011,5
1551,30,1.1y,8.9,2011,5
1552,30,5552.6w,8.5,2011,5
1553,30,4727.8w,,2011,5
1554,29,4452.2w,7.7,2011,5
1555,32,1.3y,,2011,5
1556,34,1.1y,7.8,2011,5
1557,32,1.6y,,2011,5
1558,38,4042.2w,,2011,5
1559,35,6716.3w,6.3,2011,5
1560,32,4442.8w,7.5,2011,5
1561,50,2728.6w,7.5,2011,5
1562,30,1.0y,,2011,5
1563,29,8058.6w,,2011,5
1564,32,5516.9w,8.3,2011,5
1565,32,1.2y,7.5,2011,5
1566,30,2.5y,,2011,5
1567,24,2779.2w,,2011,5
1568,33,5759.4w,8.1,2011,5
1569,36,8682.5w,,2011,5
1570,32,4097.8w,7.4,2011,5
1571,36,5907.5w,,2011,5
1572,32,657.5w,7.4,2011,5
1573,30,7646.3w,7.8,2011,5
1574,30,3465.4w,,2011,5
1575,29,1401.0w,,2011,5
1576,21,852.4w,7.3,2011,5
1577,26,674.8w,7.3,2011,5
1578,16,15.3y,7.7,2021,6
1579,24,5.5y,7.6,2021,6
1580,7,246.6w,7.5,2021,6
1581,44,3.0y,7.5,2021,6
1582,30,5.8y,7.5,2021,6
1583,18,27.4y,9,2020,6
1584,28,11.3y,8.3,2020,6
1585,36,5.3y,7.5,2020,6
1586,21,38.9y,8.5,2019,6
1587,40,41.4y,7.7,2019,6
1588,12,4162.7w,7.3,2019,6
1589,12,91.5w,7.1,2019,6
1590,,233.3w,7,2019,6
1591,52,68.2y,8.2,2018,6
1592,50,29.2y,7.8,2018,6
1593,36,19.1y,8.2,2018,6
1594,28,8.8y,7.5,2018,6
1595,10,1.2y,9.2,2018,6
1596,12,3.4y,7.3,2018,6
1597,27,23.2y,7.9,2017,6
1598,20,33.6y,7.4,2017,6
1599,24,1.5y,7.5,2017,6
1600,54,19.9y,6.6,2017,6
1601,16,1.4y,8.1,2017,6
1602,24,8521.4w,7.3,2017,6
1603,1,4308.7w,7.9,2017,6
1604,22,4527.4w,7.2,2017,6
1605,,1556.9w,8.2,2017,6
1606,21,59.8y,8.9,2016,6
1607,17,5.2y,7.5,2016,6
1608,10,1.7y,9.1,2016,6
1609,24,4.0y,,2016,6
1610,12,6947.2w,8,2016,6
1611,24,1719.4w,7.6,2016,6
1612,16,5.5y,7.2,2016,6
1613,,4196.6w,7.2,2016,6
1614,12,2.1y,7.2,2016,6
1615,,152.4w,7.9,2016,6
1616,60,4.4y,7.6,2015,6
1617,4,518.8w,8,2015,6
1618,12,775.5w,7.1,2015,6
1619,,209.9w,6.4,2015,6
1620,,443.6w,7.8,2015,6
1621,,67.2w,8.7,2015,6
1622,37,2.9y,,2014,6
1623,34,2.1y,6.4,2014,6
1624,22,9876.5w,8.1,2014,6
1625,10,1.2y,7.4,2014,6
1626,3,3664.7w,,2014,6
1627,,974.0w,8.2,2014,6
1628,,297.8w,7.9,2014,6
1629,,1422.3w,8.7,2014,6
1630,,663.4w,8.7,2014,6
1631,,591.1w,8.4,2014,6
1632,,1353.5w,8.3,2014,6
1633,,690.9w,8.5,2014,6
1634,,386.6w,8.3,2014,6
1635,,864.3w,8.1,2014,6
1636,,290.0w,8.1,2014,6
1637,,4.8w,8.6,2014,6
1638,,43.5w,7.4,2014,6
1639,,96.8w,7,2014,6
1640,,19.2w,7.7,2014,6
1641,,6.2w,7.5,2014,6
1642,100,1.8y,8,2013,6
1643,,718.9w,8.6,2013,6
1644,,369.0w,8.4,2013,6
1645,,65.2w,7.7,2013,6
1646,,63.4w,8.6,2013,6
1647,,139.4w,8.2,2013,6
1648,,22.3w,7.1,2013,6
1649,23,1.1y,8.5,2012,6
1650,36,2.5y,,2012,6
1651,,107.9w,7.3,2012,6
1652,,22.7w,8.6,2012,6
1653,,1.5w,7.4,2012,6
1654,60,2495.4w,7.7,2011,6
1655,48,2.7y,7.4,2011,6
1656,22,1.0y,8.8,2011,6
1657,29,2493.0w,,2011,6
1658,1,157.3w,8.7,2011,6
1659,34,9.5y,7.9,2021,7
1660,24,9.1y,7.9,2021,7
1661,32,40.5y,7.7,2021,7
1662,30,9.2y,7.8,2021,7
1663,24,2.3y,7.8,2021,7
1664,24,1839.5w,7.6,2021,7
1665,30,7.8y,7.7,2021,7
1666,49,32.9y,7.7,2021,7
1667,49,33.8y,7.7,2021,7
1668,30,1305.9w,7.6,2021,7
1669,34,1.8y,7.7,2021,7
1670,40,2338.5w,7.6,2021,7
1671,32,7.4y,7.6,2021,7
1672,31,14.8y,7.6,2021,7
1673,28,14.5y,7.6,2021,7
1674,40,15.1y,7.6,2021,7
1675,22,1.2y,7.7,2021,7
1676,40,17.6y,7.6,2021,7
1677,50,1051.7w,7.6,2021,7
1678,30,8.3y,7.6,2021,7
1679,30,17.2y,7.6,2021,7
1680,36,19.6y,7.6,2021,7
1681,24,1.6y,7.7,2021,7
1682,31,9.6y,7.6,2021,7
1683,40,4.1y,7.6,2021,7
1684,12,764.8w,7.6,2021,7
1685,55,14.7y,7.6,2021,7
1686,27,2.5y,7.6,2021,7
1687,45,5.7y,7.5,2021,7
1688,30,9.3y,8.3,2021,7
1689,36,9.1y,7.6,2021,7
1690,50,550.1w,7.5,2021,7
1691,41,7.9y,7.6,2021,7
1692,24,1.7y,7.5,2021,7
1693,42,1.3y,7.5,2021,7
1694,33,3237.4w,7.5,2021,7
1695,36,1.2y,7.5,2021,7
1696,42,2.8y,7.5,2021,7
1697,40,5.7y,7.5,2021,7
1698,24,5833.9w,7.5,2021,7
1699,52,646.4w,7.5,2021,7
1700,36,4.5y,7.5,2021,7
1701,12,4874.6w,7.5,2021,7
1702,30,6911.3w,7.5,2021,7
1703,47,4.7y,7.5,2021,7
1704,38,2.1y,7.5,2021,7
1705,29,3.4y,7.5,2021,7
1706,46,3102.9w,7.4,2021,7
1707,40,5923.7w,7.5,2021,7
1708,50,330.1w,7.4,2021,7
1709,24,1.2y,7.4,2021,7
1710,40,1.1y,7.4,2021,7
1711,46,1.7y,7.4,2021,7
1712,,1186.8w,7.2,2021,7
1713,12,38.6w,7.2,2021,7
1714,24,23.7y,7.6,2020,7
1715,43,76.0y,8.9,2020,7
1716,24,26.6y,8.7,2020,7
1717,30,12.6y,7.6,2020,7
1718,56,84.6y,7.9,2020,7
1719,36,6.6y,7.2,2020,7
1720,36,26.0y,9.1,2020,7
1721,51,31.2y,7.6,2020,7
1722,53,35.8y,7.6,2020,7
1723,24,5.1y,8.4,2020,7
1724,40,6.5y,8.5,2020,7
1725,56,21.1y,7.6,2020,7
1726,48,31.1y,7.6,2020,7
1727,40,10.8y,7.5,2020,7
1728,32,6.4y,7.6,2020,7
1729,31,10.3y,7.6,2020,7
1730,34,10.7y,7.6,2020,7
1731,26,4.4y,7.6,2020,7
1732,49,12.0y,7.5,2020,7
1733,44,14.0y,6.7,2020,7
1734,40,1.3y,7.5,2020,7
1735,43,7.1y,7.6,2020,7
1736,60,9.6y,7.6,2020,7
1737,24,4.9y,7.5,2020,7
1738,34,15.4y,7.5,2020,7
1739,24,4.9y,7.5,2020,7
1740,48,10.4y,7.5,2020,7
1741,35,10.3y,7.5,2020,7
1742,24,4.3y,7.6,2020,7
1743,27,7.4y,7.6,2020,7
1744,50,99.2y,9.1,2019,7
1745,41,83.4y,8.2,2019,7
1746,24,31.3y,8.9,2019,7
1747,40,14.7y,7.5,2019,7
1748,40,9.8y,7.9,2019,7
1749,58,32.3y,8.1,2019,7
1750,43,22.3y,7.1,2019,7
1751,56,24.3y,7.1,2019,7
1752,32,20.1y,8,2019,7
1753,28,14.6y,8.3,2019,7
1754,36,20.9y,8,2019,7
1755,39,12.0y,7.5,2019,7
1756,47,15.4y,,2019,7
1757,57,28.4y,7.6,2019,7
1758,24,7.2y,7.4,2019,7
1759,44,,,2019,7
1760,45,12.0y,7.4,2019,7
1761,35,17.9y,8.5,2019,7
1762,58,12.9y,6.6,2019,7
1763,50,25.5y,6.8,2019,7
1764,38,6.9y,7.7,2019,7
1765,65,14.2y,7.5,2019,7
1766,51,45.8y,7.6,2019,7
1767,52,10.9y,8.1,2019,7
1768,48,22.3y,7.1,2019,7
1769,36,4.4y,,2019,7
1770,32,9.5y,7.3,2019,7
1771,45,8.2y,8.4,2019,7
1772,30,4.8y,7.5,2019,7
1773,26,6.0y,7.5,2019,7
1774,66,153.4y,7.2,2018,7
1775,63,87.6y,8.8,2018,7
1776,45,,,2018,7
1777,30,18.9y,7.9,2018,7
1778,25,32.6y,8.4,2018,7
1779,40,11.1y,8.1,2018,7
1780,50,31.8y,8,2018,7
1781,21,24.5y,7.5,2018,7
1782,47,23.9y,8.1,2018,7
1783,55,71.4y,8,2018,7
1784,48,44.0y,7.3,2018,7
1785,50,60.7y,7.6,2018,7
1786,49,46.6y,7.4,2018,7
1787,43,41.8y,6.6,2018,7
1788,42,21.7y,7,2018,7
1789,30,40.4y,8.1,2018,7
1790,56,41.8y,7.9,2018,7
1791,21,11.1y,7.4,2018,7
1792,48,11.8y,7.5,2018,7
1793,48,19.3y,8.1,2018,7
1794,40,26.4y,7.4,2018,7
1795,28,17.4y,6.7,2018,7
1796,40,24.4y,7.4,2018,7
1797,50,11.3y,7.5,2018,7
1798,45,33.0y,7.3,2018,7
1799,38,25.4y,6.2,2018,7
1800,30,14.0y,7.9,2018,7
1801,46,14.3y,7.5,2018,7
1802,50,29.2y,7.8,2018,7
1803,50,36.1y,7.4,2018,7
1804,67,142.6y,7.5,2017,7
1805,60,73.7y,8.4,2017,7
1806,42,82.2y,8,2017,7
1807,45,30.1y,6.9,2017,7
1808,21,19.1y,8.2,2017,7
1809,44,39.2y,8.6,2017,7
1810,23,44.2y,8.5,2017,7
1811,32,16.5y,8.1,2017,7
1812,23,15.1y,8.2,2017,7
1813,90,46.2y,7.3,2017,7
1814,56,35.3y,7.6,2017,7
1815,52,7.1y,7.5,2017,7
1816,41,20.8y,6.7,2017,7
1817,43,6.3y,,2017,7
1818,49,26.3y,7.1,2017,7
1819,34,9.6y,7.5,2017,7
1820,47,26.5y,7.1,2017,7
1821,46,42.0y,7.2,2017,7
1822,23,16.7y,7.3,2017,7
1823,37,26.8y,7.6,2017,7
1824,24,59.6y,7.9,2017,7
1825,45,10.8y,7.3,2017,7
1826,45,13.8y,7.1,2017,7
1827,53,20.9y,6.5,2017,7
1828,29,6.0y,,2017,7
1829,34,44.1y,7.5,2017,7
1830,48,21.0y,6.9,2017,7
1831,20,12.7y,6.3,2017,7
1832,59,33.2y,6.1,2017,7
1833,23,15.2y,7.5,2017,7
1834,69,38.8y,8.1,2016,7
1835,42,70.3y,8.6,2016,7
1836,12,2.6y,7.6,2016,7
1837,42,25.7y,,2016,7
1838,54,86.7y,7.2,2016,7
1839,55,114.5y,7.5,2016,7
1840,42,37.6y,8.3,2016,7
1841,21,27.2y,8.4,2016,7
1842,44,7.2y,6.8,2016,7
1843,58,42.6y,7.5,2016,7
1844,16,9.8y,8.8,2016,7
1845,34,10.9y,9.3,2016,7
1846,18,22.3y,7,2016,7
1847,44,17.1y,7.9,2016,7
1848,36,14.0y,8.6,2016,7
1849,50,5.9y,,2016,7
1850,71,15.5y,7.1,2016,7
1851,28,26.1y,7.3,2016,7
1852,42,6.8y,7.8,2016,7
1853,44,16.3y,8.9,2016,7
1854,44,8.0y,,2016,7
1855,35,5.4y,6.6,2016,7
1856,38,7.4y,7.6,2016,7
1857,40,2.1y,8.6,2016,7
1858,46,3.7y,,2016,7
1859,61,3.4y,7.9,2016,7
1860,62,37.7y,6.5,2016,7
1861,28,34.3y,8.6,2016,7
1862,36,7191.5w,7.5,2016,7
1863,61,9.7y,7.6,2016,7
1864,35,6.6y,8.8,2015,7
1865,46,20.7y,7.3,2015,7
1866,58,56.3y,8,2015,7
1867,38,13.5y,,2015,7
1868,46,7.6y,8.1,2015,7
1869,42,8.8y,8.1,2015,7
1870,44,27.1y,7.6,2015,7
1871,49,4.3y,6.1,2015,7
1872,34,3.7y,7.5,2015,7
1873,48,3.8y,7,2015,7
1874,39,11.7y,,2015,7
1875,41,2.7y,9,2015,7
1876,35,2.7y,,2015,7
1877,42,12.2y,7.5,2015,7
1878,37,9.0y,,2015,7
1879,40,5.4y,,2015,7
1880,86,6.4y,7,2015,7
1881,38,2.9y,8,2015,7
1882,29,4.2y,,2015,7
1883,24,7.2y,8.6,2015,7
1884,28,9.2y,8.2,2015,7
1885,11,4.4y,7,2015,7
1886,38,7.7y,,2015,7
1887,35,6.8y,7.1,2015,7
1888,32,5.1y,7.6,2015,7
1889,30,3914.6w,8.3,2015,7
1890,42,4.5y,6.9,2015,7
1891,39,1.6y,7.2,2015,7
1892,40,3.5y,,2015,7
1893,44,9956.7w,,2015,7
1894,44,17.5y,9.6,2014,7
1895,42,11.7y,,2014,7
1896,35,1.3y,,2014,7
1897,60,6.7y,8.8,2014,7
1898,54,25.5y,7,2014,7
1899,43,9.7y,8.5,2014,7
1900,34,7.2y,,2014,7
1901,55,6.4y,,2014,7
1902,34,1.9y,8.5,2014,7
1903,90,4.8y,,2014,7
1904,46,30.9y,8.4,2014,7
1905,38,6.0y,7.7,2014,7
1906,58,1.7y,,2014,7
1907,35,9655.4w,8.2,2014,7
1908,32,6.7y,,2014,7
1909,42,5105.5w,8,2014,7
1910,32,4.1y,,2014,7
1911,10,181.2w,8.5,2014,7
1912,39,3.0y,,2014,7
1913,30,5563.4w,7.9,2014,7
1914,40,6.3y,7.2,2014,7
1915,78,6766.9w,6.6,2014,7
1916,37,1.2y,,2014,7
1917,54,3402.5w,7.4,2014,7
1918,32,1.4y,8.2,2014,7
1919,39,7589.6w,,2014,7
1920,46,9848.3w,7.4,2014,7
1921,27,2.1y,7.5,2014,7
1922,36,8351.4w,,2014,7
1923,28,5470.5w,8.2,2014,7
1924,59,18.9y,8.3,2013,7
1925,46,22.4y,8.3,2013,7
1926,35,4271.3w,7.5,2013,7
1927,42,1.6y,7.5,2013,7
1928,108,17.8y,6.6,2013,7
1929,84,1.9y,7.1,2013,7
1930,43,1378.3w,7.8,2013,7
1931,50,1.7y,,2013,7
1932,46,1.5y,,2013,7
1933,44,990.0w,7.5,2013,7
1934,30,3.8y,7.9,2013,7
1935,36,7252.3w,,2013,7
1936,30,4886.0w,,2013,7
1937,36,4.1y,,2013,7
1938,37,2.1y,,2013,7
1939,36,1.1y,,2013,7
1940,30,341.9w,7.4,2013,7
1941,45,2.2y,8.2,2013,7
1942,28,1776.8w,,2013,7
1943,22,9999.7w,8.1,2013,7
1944,34,1.5y,,2013,7
1945,32,672.0w,7.4,2013,7
1946,40,541.0w,7.8,2013,7
1947,29,1473.0w,7.4,2013,7
1948,30,290.5w,7.6,2013,7
1949,33,2317.2w,7.5,2013,7
1950,36,1.3y,7.8,2013,7
1951,32,1727.3w,,2013,7
1952,80,1.1y,6.5,2013,7
1953,30,1108.1w,,2013,7
1954,24,14.7y,8.5,2012,7
1955,36,1.3y,8.4,2012,7
1956,35,3.7y,,2012,7
1957,42,2.2y,7.6,2012,7
1958,32,2627.1w,8.1,2012,7
1959,40,2985.2w,7.5,2012,7
1960,33,3935.4w,7.5,2012,7
1961,36,2018.2w,7.9,2012,7
1962,43,9295.3w,6.7,2012,7
1963,30,9905.0w,8.4,2012,7
1964,33,9497.5w,,2012,7
1965,30,1.1y,,2012,7
1966,36,1471.3w,7,2012,7
1967,38,1245.3w,7.1,2012,7
1968,30,4035.9w,7.3,2012,7
1969,36,7475.6w,,2012,7
1970,30,1884.4w,8,2012,7
1971,33,1.1y,6.7,2012,7
1972,34,3.0y,8.3,2012,7
1973,38,1.5y,7,2012,7
1974,30,347.9w,7.4,2012,7
1975,32,1510.3w,7.4,2012,7
1976,34,1822.7w,7.4,2012,7
1977,33,3863.6w,7.5,2012,7
1978,30,4089.2w,,2012,7
1979,30,1857.2w,8,2012,7
1980,34,2.0y,,2012,7
1981,30,3021.7w,8.3,2012,7
1982,28,196.2w,7.3,2012,7
1983,34,1.0y,,2012,7
1984,32,1773.9w,7.4,2012,7
1985,42,1.4y,7.4,2012,7
1986,30,3128.1w,7.4,2012,7
1987,32,1.3y,,2012,7
1988,30,300.3w,,2012,7
1989,30,1972.8w,,2012,7
1990,12,643.8w,8.7,2012,7
1991,10,279.1w,6.1,2012,7
1992,6,259.5w,7,2012,7
1993,,2.8w,7.2,2012,7
1994,33,2.1y,8.7,2011,7
1995,34,2167.9w,7.5,2011,7
1996,38,2467.1w,,2011,7
1997,30,3841.2w,7.5,2011,7
1998,44,5.0y,8.3,2011,7
1999,46,5245.6w,7.7,2011,7
2000,30,1548.8w,7.1,2011,7
2001,30,3226.8w,7.6,2011,7
2002,32,3953.2w,7.5,2011,7
2003,26,829.3w,7.4,2011,7
2004,30,3887.0w,7.6,2011,7
2005,33,5413.5w,8.4,2011,7
2006,36,606.9w,8.8,2011,7
2007,80,1.5y,,2011,7
2008,26,4194.9w,8.3,2011,7
2009,36,3511.1w,8.6,2011,7
2010,37,4402.6w,,2011,7
2011,30,1714.1w,8,2011,7
2012,32,3768.4w,,2011,7
2013,25,3294.4w,,2011,7
2014,30,832.3w,8.4,2011,7
2015,28,5213.7w,,2011,7
2016,40,1957.8w,,2011,7
2017,40,933.6w,,2011,7
2018,33,1017.6w,,2011,7
2019,24,1268.2w,7.3,2011,7
2020,28,1129.8w,,2011,7
2021,25,5683.0w,7.9,2011,7
2022,31,596.2w,,2011,7
2023,31,809.3w,7.3,2011,7
2024,24,2.3y,7.8,2021,8
2025,24,2.3y,7.6,2021,8
2026,38,7.6y,7.5,2021,8
2027,26,1.2y,7.5,2021,8
2028,24,1.2y,7.4,2021,8
2029,24,2.4y,7.4,2021,8
2030,24,9634.2w,7.6,2021,8
2031,24,228.9w,7.4,2021,8
2032,12,1341.0w,7.4,2021,8
2033,28,9.1y,7.6,2020,8
2034,24,5023.8w,7.3,2020,8
2035,24,31.3y,8.9,2019,8
2036,41,28.1y,8.2,2019,8
2037,35,17.9y,8.5,2019,8
2038,32,9.5y,7.3,2019,8
2039,40,3.7y,7.5,2019,8
2040,36,5.8y,6.7,2019,8
2041,24,5.7y,8.1,2019,8
2042,31,4.4y,7.8,2019,8
2043,38,1.5y,6.9,2019,8
2044,40,5401.9w,8,2019,8
2045,20,1.0y,7.7,2019,8
2046,30,16.9y,8.6,2018,8
2047,24,17.7y,8.6,2018,8
2048,30,20.3y,8.9,2018,8
2049,30,14.0y,7.9,2018,8
2050,70,42.7y,7.3,2018,8
2051,11,1.1y,,2018,8
2052,70,7105.1w,7.1,2018,8
2053,24,1.1y,7.3,2018,8
2054,39,31.6y,7.4,2017,8
2055,23,16.7y,7.3,2017,8
2056,37,26.8y,7.6,2017,8
2057,20,12.7y,6.3,2017,8
2058,23,15.2y,7.5,2017,8
2059,20,7.2y,6.5,2017,8
2060,32,10.5y,7.1,2017,8
2061,36,3.0y,7.5,2017,8
2062,32,5.4y,6.6,2017,8
2063,19,2.2y,7.4,2017,8
2064,18,6.1y,8,2017,8
2065,18,5.4y,8,2017,8
2066,3,8556.4w,8.3,2017,8
2067,12,6026.7w,8.4,2017,8
2068,16,2.7y,8.1,2017,8
2069,15,7400.5w,7.3,2017,8
2070,16,2.6y,8.1,2017,8
2071,15,4750.0w,7.2,2017,8
2072,,1782.8w,7.2,2017,8
2073,12,3527.6w,7.2,2017,8
2074,34,10.9y,9.3,2016,8
2075,30,16.8y,7.7,2016,8
2076,10,1.0y,7.3,2016,8
2077,2,8970.5w,8.3,2016,8
2078,12,2931.5w,7.5,2016,8
2079,2,1.7y,7.3,2016,8
2080,12,4.5y,7.3,2016,8
2081,20,3.3y,8.3,2016,8
2082,36,6.3y,8.3,2015,8
2083,11,4.4y,7,2015,8
2084,40,4083.1w,8.2,2015,8
2085,30,1858.4w,7.2,2015,8
2086,6,1013.6w,7.6,2015,8
2087,9,769.0w,7.1,2015,8
2088,10,2503.6w,7.1,2015,8
2089,10,1144.5w,8.6,2012,8
2090,,25.4w,8.1,2012,8
2091,16,830.5w,,2011,8
2092,39,4807.7w,7.5,2021,9
2093,40,1.2y,7.5,2021,9
2094,48,8938.3w,7.5,2021,9
2095,70,53.9y,9,2020,9
2096,48,2.5y,7.6,2020,9
2097,42,7881.3w,7.5,2020,9
2098,42,4975.3w,7.5,2020,9
2099,46,93.7y,9,2019,9
2100,46,16.5y,8.6,2019,9
2101,60,15.6y,7.4,2019,9
2102,59,17.4y,7.1,2019,9
2103,40,6.9y,7.7,2019,9
2104,42,4.3y,7,2019,9
2105,42,64.0y,7.2,2018,9
2106,50,31.8y,8,2018,9
2107,60,6.7y,7.2,2018,9
2108,76,38.2y,6.1,2018,9
2109,48,19.3y,8.1,2018,9
2110,40,11.5y,,2018,9
2111,45,3.2y,7.1,2018,9
2112,48,7130.7w,8.6,2018,9
2113,40,2.1y,7.5,2018,9
2114,6,2.6y,8.5,2018,9
2115,76,3.0y,6,2018,9
2116,35,2.1y,7.4,2018,9
2117,10,6935.5w,8.6,2018,9
2118,,1346.2w,7.2,2018,9
2119,40,8.0y,7.1,2018,9
2120,74,148.8y,8.5,2017,9
2121,50,5.8y,,2017,9
2122,52,2.7y,7.5,2017,9
2123,50,11.2y,,2017,9
2124,40,7.4y,9.1,2017,9
2125,43,6.3y,,2017,9
2126,40,3.5y,8.2,2017,9
2127,58,7.4y,7.3,2017,9
2128,40,1.8y,,2017,9
2129,40,4.4y,7,2017,9
2130,42,4.3y,6.5,2017,9
2131,30,532.6w,7.4,2017,9
2132,,2.6y,7.3,2017,9
2133,,2321.7w,7.1,2017,9
2134,,4015.1w,7,2017,9
2135,45,5.4y,6.5,2016,9
2136,56,7.6y,6.5,2016,9
2137,30,1.7y,8.3,2016,9
2138,50,5.9y,,2016,9
2139,52,4.3y,,2016,9
2140,45,5714.0w,,2016,9
2141,41,1.4y,7.2,2016,9
2142,41,1.8y,,2016,9
2143,40,7557.2w,8,2016,9
2144,36,1.1y,7.5,2016,9
2145,8,2036.2w,8.4,2016,9
2146,42,7214.9w,7.7,2016,9
2147,1,206.7w,8.3,2016,9
2148,10,132.1w,8.6,2016,9
2149,46,20.7y,7.3,2015,9
2150,46,5.8y,6.5,2015,9
2151,56,5.2y,9.2,2015,9
2152,36,5.4y,8.3,2015,9
2153,40,5.2y,,2015,9
2154,42,3.6y,7.5,2015,9
2155,38,5.4y,,2015,9
2156,36,1.4y,,2015,9
2157,35,3.5y,,2015,9
2158,37,7.6y,7.4,2015,9
2159,40,3.1y,,2015,9
2160,30,2.1y,,2015,9
2161,28,1.1y,7.4,2015,9
2162,42,6997.5w,,2015,9
2163,36,1.1y,,2015,9
2164,40,4671.5w,,2015,9
2165,41,1.3y,7.2,2015,9
2166,41,5123.2w,,2015,9
2167,28,4284.3w,,2015,9
2168,30,1254.8w,,2015,9
2169,15,842.9w,7.2,2015,9
2170,39,2192.5w,8.5,2015,9
2171,44,10.1y,8.4,2014,9
2172,96,44.7y,7.4,2014,9
2173,36,4.5y,,2014,9
2174,45,6.1y,7.9,2014,9
2175,30,1.6y,,2014,9
2176,34,1.2y,,2014,9
2177,36,6241.3w,7.5,2014,9
2178,40,1.8y,6.6,2014,9
2179,43,6825.1w,8.4,2014,9
2180,48,2.1y,,2014,9
2181,60,3.6y,,2014,9
2182,31,6563.3w,,2014,9
2183,59,1.9y,7.2,2014,9
2184,42,3899.2w,,2014,9
2185,44,1.1y,6.8,2014,9
2186,30,2247.9w,,2014,9
2187,10,2077.8w,8.5,2014,9
2188,4,227.1w,9.2,2014,9
2189,10,285.1w,8.7,2014,9
2190,,1949.9w,7.1,2014,9
2191,,152.0w,,2014,9
2192,,70.9w,7.4,2014,9
2193,42,3.3y,,2013,9
2194,49,4.3y,7.6,2013,9
2195,46,1637.0w,7.6,2013,9
2196,44,3.3y,8.5,2013,9
2197,35,2.3y,,2013,9
2198,46,7.0y,,2013,9
2199,40,7199.2w,,2013,9
2200,39,1.2y,7.5,2013,9
2201,40,2.6y,8.7,2013,9
2202,40,3.6y,,2013,9
2203,37,1.9y,,2013,9
2204,36,1.5y,,2013,9
2205,33,2396.8w,,2013,9
2206,50,1.7y,,2013,9
2207,30,6885.8w,,2013,9
2208,36,2.5y,7.9,2013,9
2209,46,6303.3w,,2013,9
2210,29,2186.0w,,2013,9
2211,40,1.3y,,2013,9
2212,39,2054.9w,8,2013,9
2213,36,1.0y,,2013,9
2214,30,7612.1w,7.3,2013,9
2215,30,1611.4w,7.4,2013,9
2216,30,2613.4w,,2013,9
2217,34,748.1w,7.8,2013,9
2218,32,554.2w,7.3,2013,9
2219,22,436.7w,7.3,2013,9
2220,35,124.3w,7.9,2013,9
2221,,631.5w,,2013,9
2222,1,34.3w,7,2013,9
2223,,3.6w,7.4,2013,9
2224,42,1.9y,8.1,2012,9
2225,30,2.1y,,2012,9
2226,27,2.0y,,2012,9
2227,33,6935.3w,8.4,2012,9
2228,39,3.5y,7,2012,9
2229,36,4108.6w,7.8,2012,9
2230,40,8.6y,,2012,9
2231,45,1497.2w,8.4,2012,9
2232,28,6047.4w,,2012,9
2233,44,8711.8w,6.4,2012,9
2234,33,2050.2w,,2012,9
2235,30,2746.0w,7.8,2012,9
2236,32,2504.1w,,2012,9
2237,31,2960.6w,9.2,2012,9
2238,30,464.3w,7.3,2012,9
2239,30,1898.3w,,2012,9
2240,26,1077.9w,,2012,9
2241,30,219.6w,,2012,9
2242,23,290.6w,,2012,9
2243,30,560.0w,7.2,2012,9
2244,,2.5w,8.4,2012,9
2245,,2.7w,8.6,2012,9
2246,,6015,8.2,2012,9
2247,86,17.3y,8.8,2011,9
2248,30,6117.1w,7.5,2011,9
2249,33,4134.4w,7.9,2011,9
2250,30,4816.9w,,2011,9
2251,45,1.6y,8.7,2011,9
2252,28,9897.2w,7.4,2011,9
2253,39,804.7w,7.1,2011,9
2254,34,1131.0w,7.5,2011,9
2255,39,1.4y,,2011,9
2256,26,3803.9w,8.2,2011,9
2257,26,3077.7w,8.6,2011,9
2258,35,4815.5w,7.3,2011,9
2259,29,9686.7w,,2011,9
2260,41,1408.2w,7.6,2011,9
2261,35,2689.3w,7.4,2011,9
2262,35,4632.8w,,2011,9
2263,35,301.4w,,2011,9
2264,32,3326.7w,8,2011,9
2265,34,597.3w,,2011,9
2266,20,1458.3w,,2011,9
2267,28,3065.8w,,2011,9
2268,31,596.2w,,2011,9
2269,32,495.3w,7.3,2011,9
2270,22,499.7w,,2011,9
2271,26,583.5w,7.3,2011,9
2272,30,203.4w,7.2,2011,9
2273,30,138.6w,,2011,9
2274,,100.1w,8.9,2011,9
2275,,12.1w,8.9,2011,9
2276,,11.1w,7.3,2011,9
2277,36,19.5y,8.9,2020,10
2278,40,40.2y,8.6,2019,10
2279,40,3.7y,7.5,2019,10
2280,36,2.5y,7.3,2019,10
2281,36,4.2y,7.9,2018,10
2282,36,2841.2w,7.3,2017,10
2283,16,2.7y,8.1,2017,10
2284,16,2.6y,8.1,2017,10
2285,12,4.5y,7.3,2016,10
2286,10,1089.8w,8.6,2016,10
2287,10,4269.8w,8.4,2015,10
2288,40,56.0y,7.5,2021,11
2289,43,25.1y,7.6,2020,11
2290,78,21.2y,9.4,2020,11
2291,46,93.7y,9,2019,11
2292,37,22.1y,8.5,2019,11
2293,56,23.0y,7.9,2019,11
2294,5,7.0y,9.3,2019,11
2295,66,153.4y,7.2,2018,11
2296,42,64.0y,7.2,2018,11
2297,48,23.2y,8.6,2018,11
2298,54,31.7y,8,2018,11
2299,45,3.2y,7.1,2018,11
2300,65,17.4y,6.4,2018,11
2301,67,142.6y,7.5,2017,11
2302,56,73.9y,6.9,2017,11
2303,75,38.4y,8.3,2017,11
2304,40,7.4y,9.1,2017,11
