status,play number,score,year,topic
42,21.7y,7,2018,7
30,40.4y,8.1,2018,7
56,41.8y,7.9,2018,7
21,11.1y,7.4,2018,7
48,11.8y,7.5,2018,7
48,19.3y,8.1,2018,7
40,26.4y,7.4,2018,7
28,17.4y,6.7,2018,7
40,24.4y,7.4,2018,7
50,11.3y,7.5,2018,7
45,33.0y,7.3,2018,7
38,25.4y,6.2,2018,7
30,14.0y,7.9,2018,7
46,14.3y,7.5,2018,7
50,29.2y,7.8,2018,7
50,36.1y,7.4,2018,7
67,142.6y,7.5,2017,7
60,73.7y,8.4,2017,7
42,82.2y,8,2017,7
45,30.1y,6.9,2017,7
21,19.1y,8.2,2017,7
44,39.2y,8.6,2017,7
23,44.2y,8.5,2017,7
32,16.5y,8.1,2017,7
23,15.1y,8.2,2017,7
90,46.2y,7.3,2017,7
56,35.3y,7.6,2017,7
52,7.1y,7.5,2017,7
41,20.8y,6.7,2017,7
43,6.3y,,2017,7
49,26.3y,7.1,2017,7
34,9.6y,7.5,2017,7
47,26.5y,7.1,2017,7
46,42.0y,7.2,2017,7
23,16.7y,7.3,2017,7
37,26.8y,7.6,2017,7
24,59.6y,7.9,2017,7
45,10.8y,7.3,2017,7
45,13.8y,7.1,2017,7
53,20.9y,6.5,2017,7
29,6.0y,,2017,7
34,44.1y,7.5,2017,7
48,21.0y,6.9,2017,7
20,12.7y,6.3,2017,7
59,33.2y,6.1,2017,7
23,15.2y,7.5,2017,7
69,38.8y,8.1,2016,7
42,70.3y,8.6,2016,7
12,2.6y,7.6,2016,7
42,25.7y,,2016,7
54,86.7y,7.2,2016,7
55,114.5y,7.5,2016,7
42,37.6y,8.3,2016,7
21,27.2y,8.4,2016,7
44,7.2y,6.8,2016,7
58,42.6y,7.5,2016,7
16,9.8y,8.8,2016,7
34,10.9y,9.3,2016,7
18,22.3y,7,2016,7
44,17.1y,7.9,2016,7
36,14.0y,8.6,2016,7
50,5.9y,,2016,7
71,15.5y,7.1,2016,7
28,26.1y,7.3,2016,7
42,6.8y,7.8,2016,7
44,16.3y,8.9,2016,7
44,8.0y,,2016,7
35,5.4y,6.6,2016,7
38,7.4y,7.6,2016,7
40,2.1y,8.6,2016,7
46,3.7y,,2016,7
61,3.4y,7.9,2016,7
62,37.7y,6.5,2016,7
28,34.3y,8.6,2016,7
36,7191.5w,7.5,2016,7
61,9.7y,7.6,2016,7
35,6.6y,8.8,2015,7
46,20.7y,7.3,2015,7
58,56.3y,8,2015,7
38,13.5y,,2015,7
46,7.6y,8.1,2015,7
42,8.8y,8.1,2015,7
44,27.1y,7.6,2015,7
49,4.3y,6.1,2015,7
34,3.7y,7.5,2015,7
48,3.8y,7,2015,7
39,11.7y,,2015,7
41,2.7y,9,2015,7
35,2.7y,,2015,7
42,12.2y,7.5,2015,7
37,9.0y,,2015,7
40,5.4y,,2015,7
86,6.4y,7,2015,7
38,2.9y,8,2015,7
29,4.2y,,2015,7
24,7.2y,8.6,2015,7
28,9.2y,8.2,2015,7
11,4.4y,7,2015,7
38,7.7y,,2015,7
35,6.8y,7.1,2015,7
32,5.1y,7.6,2015,7
30,3914.6w,8.3,2015,7
42,4.5y,6.9,2015,7
39,1.6y,7.2,2015,7
40,3.5y,,2015,7
44,9956.7w,,2015,7
44,17.5y,9.6,2014,7
42,11.7y,,2014,7
35,1.3y,,2014,7
60,6.7y,8.8,2014,7
54,25.5y,7,2014,7
43,9.7y,8.5,2014,7
34,7.2y,,2014,7
55,6.4y,,2014,7
34,1.9y,8.5,2014,7
90,4.8y,,2014,7
46,30.9y,8.4,2014,7
38,6.0y,7.7,2014,7
58,1.7y,,2014,7
35,9655.4w,8.2,2014,7
32,6.7y,,2014,7
42,5105.5w,8,2014,7
32,4.1y,,2014,7
10,181.2w,8.5,2014,7
39,3.0y,,2014,7
30,5563.4w,7.9,2014,7
40,6.3y,7.2,2014,7
78,6766.9w,6.6,2014,7
37,1.2y,,2014,7
54,3402.5w,7.4,2014,7
32,1.4y,8.2,2014,7
39,7589.6w,,2014,7
46,9848.3w,7.4,2014,7
27,2.1y,7.5,2014,7
36,8351.4w,,2014,7
28,5470.5w,8.2,2014,7
59,18.9y,8.3,2013,7
46,22.4y,8.3,2013,7
35,4271.3w,7.5,2013,7
42,1.6y,7.5,2013,7
108,17.8y,6.6,2013,7
84,1.9y,7.1,2013,7
43,1378.3w,7.8,2013,7
50,1.7y,,2013,7
46,1.5y,,2013,7
44,990.0w,7.5,2013,7
30,3.8y,7.9,2013,7
36,7252.3w,,2013,7
30,4886.0w,,2013,7
36,4.1y,,2013,7
37,2.1y,,2013,7
36,1.1y,,2013,7
30,341.9w,7.4,2013,7
45,2.2y,8.2,2013,7
28,1776.8w,,2013,7
22,9999.7w,8.1,2013,7
34,1.5y,,2013,7
32,672.0w,7.4,2013,7
40,541.0w,7.8,2013,7
29,1473.0w,7.4,2013,7
30,290.5w,7.6,2013,7
33,2317.2w,7.5,2013,7
36,1.3y,7.8,2013,7
32,1727.3w,,2013,7
80,1.1y,6.5,2013,7
30,1108.1w,,2013,7
24,14.7y,8.5,2012,7
36,1.3y,8.4,2012,7
35,3.7y,,2012,7
42,2.2y,7.6,2012,7
32,2627.1w,8.1,2012,7
40,2985.2w,7.5,2012,7
33,3935.4w,7.5,2012,7
36,2018.2w,7.9,2012,7
43,9295.3w,6.7,2012,7
30,9905.0w,8.4,2012,7
33,9497.5w,,2012,7
30,1.1y,,2012,7
36,1471.3w,7,2012,7
38,1245.3w,7.1,2012,7
30,4035.9w,7.3,2012,7
36,7475.6w,,2012,7
30,1884.4w,8,2012,7
33,1.1y,6.7,2012,7
34,3.0y,8.3,2012,7
38,1.5y,7,2012,7
30,347.9w,7.4,2012,7
32,1510.3w,7.4,2012,7
34,1822.7w,7.4,2012,7
33,3863.6w,7.5,2012,7
30,4089.2w,,2012,7
30,1857.2w,8,2012,7
34,2.0y,,2012,7
30,3021.7w,8.3,2012,7
28,196.2w,7.3,2012,7
34,1.0y,,2012,7
32,1773.9w,7.4,2012,7
42,1.4y,7.4,2012,7
30,3128.1w,7.4,2012,7
32,1.3y,,2012,7
30,300.3w,,2012,7
30,1972.8w,,2012,7
12,643.8w,8.7,2012,7
10,279.1w,6.1,2012,7
6,259.5w,7,2012,7
,2.8w,7.2,2012,7
33,2.1y,8.7,2011,7
34,2167.9w,7.5,2011,7
38,2467.1w,,2011,7
30,3841.2w,7.5,2011,7
44,5.0y,8.3,2011,7
46,5245.6w,7.7,2011,7
30,1548.8w,7.1,2011,7
30,3226.8w,7.6,2011,7
32,3953.2w,7.5,2011,7
26,829.3w,7.4,2011,7
30,3887.0w,7.6,2011,7
33,5413.5w,8.4,2011,7
36,606.9w,8.8,2011,7
80,1.5y,,2011,7
26,4194.9w,8.3,2011,7
36,3511.1w,8.6,2011,7
37,4402.6w,,2011,7
30,1714.1w,8,2011,7
32,3768.4w,,2011,7
25,3294.4w,,2011,7
30,832.3w,8.4,2011,7
28,5213.7w,,2011,7
40,1957.8w,,2011,7
40,933.6w,,2011,7
33,1017.6w,,2011,7
24,1268.2w,7.3,2011,7
28,1129.8w,,2011,7
25,5683.0w,7.9,2011,7
31,596.2w,,2011,7
31,809.3w,7.3,2011,7
24,2.3y,7.8,2021,8
24,2.3y,7.6,2021,8
38,7.6y,7.5,2021,8
26,1.2y,7.5,2021,8
24,1.2y,7.4,2021,8
24,2.4y,7.4,2021,8
24,9634.2w,7.6,2021,8
24,228.9w,7.4,2021,8
12,1341.0w,7.4,2021,8
28,9.1y,7.6,2020,8
24,5023.8w,7.3,2020,8
24,31.3y,8.9,2019,8
41,28.1y,8.2,2019,8
35,17.9y,8.5,2019,8
32,9.5y,7.3,2019,8
40,3.7y,7.5,2019,8
36,5.8y,6.7,2019,8
24,5.7y,8.1,2019,8
31,4.4y,7.8,2019,8
38,1.5y,6.9,2019,8
40,5401.9w,8,2019,8
20,1.0y,7.7,2019,8
30,16.9y,8.6,2018,8
24,17.7y,8.6,2018,8
30,20.3y,8.9,2018,8
30,14.0y,7.9,2018,8
70,42.7y,7.3,2018,8
11,1.1y,,2018,8
70,7105.1w,7.1,2018,8
24,1.1y,7.3,2018,8
39,31.6y,7.4,2017,8
23,16.7y,7.3,2017,8
37,26.8y,7.6,2017,8
20,12.7y,6.3,2017,8
23,15.2y,7.5,2017,8
20,7.2y,6.5,2017,8
32,10.5y,7.1,2017,8
36,3.0y,7.5,2017,8
32,5.4y,6.6,2017,8
19,2.2y,7.4,2017,8
18,6.1y,8,2017,8
18,5.4y,8,2017,8
3,8556.4w,8.3,2017,8
12,6026.7w,8.4,2017,8
16,2.7y,8.1,2017,8
15,7400.5w,7.3,2017,8
16,2.6y,8.1,2017,8
15,4750.0w,7.2,2017,8
,1782.8w,7.2,2017,8
12,3527.6w,7.2,2017,8
34,10.9y,9.3,2016,8
30,16.8y,7.7,2016,8
10,1.0y,7.3,2016,8
2,8970.5w,8.3,2016,8
12,2931.5w,7.5,2016,8
2,1.7y,7.3,2016,8
12,4.5y,7.3,2016,8
20,3.3y,8.3,2016,8
36,6.3y,8.3,2015,8
11,4.4y,7,2015,8
40,4083.1w,8.2,2015,8
30,1858.4w,7.2,2015,8
6,1013.6w,7.6,2015,8
9,769.0w,7.1,2015,8
10,2503.6w,7.1,2015,8
10,1144.5w,8.6,2012,8
,25.4w,8.1,2012,8
16,830.5w,,2011,8
39,4807.7w,7.5,2021,9
40,1.2y,7.5,2021,9
48,8938.3w,7.5,2021,9
70,53.9y,9,2020,9
48,2.5y,7.6,2020,9
42,7881.3w,7.5,2020,9
42,4975.3w,7.5,2020,9
46,93.7y,9,2019,9
46,16.5y,8.6,2019,9
60,15.6y,7.4,2019,9
59,17.4y,7.1,2019,9
40,6.9y,7.7,2019,9
42,4.3y,7,2019,9
42,64.0y,7.2,2018,9
50,31.8y,8,2018,9
60,6.7y,7.2,2018,9
76,38.2y,6.1,2018,9
48,19.3y,8.1,2018,9
40,11.5y,,2018,9
45,3.2y,7.1,2018,9
48,7130.7w,8.6,2018,9
40,2.1y,7.5,2018,9
6,2.6y,8.5,2018,9
76,3.0y,6,2018,9
35,2.1y,7.4,2018,9
10,6935.5w,8.6,2018,9
,1346.2w,7.2,2018,9
40,8.0y,7.1,2018,9
74,148.8y,8.5,2017,9
50,5.8y,,2017,9
52,2.7y,7.5,2017,9
50,11.2y,,2017,9
40,7.4y,9.1,2017,9
43,6.3y,,2017,9
40,3.5y,8.2,2017,9
58,7.4y,7.3,2017,9
40,1.8y,,2017,9
40,4.4y,7,2017,9
42,4.3y,6.5,2017,9
30,532.6w,7.4,2017,9
,2.6y,7.3,2017,9
,2321.7w,7.1,2017,9
,4015.1w,7,2017,9
45,5.4y,6.5,2016,9
56,7.6y,6.5,2016,9
30,1.7y,8.3,2016,9
50,5.9y,,2016,9
52,4.3y,,2016,9
45,5714.0w,,2016,9
41,1.4y,7.2,2016,9
41,1.8y,,2016,9
40,7557.2w,8,2016,9
36,1.1y,7.5,2016,9
8,2036.2w,8.4,2016,9
42,7214.9w,7.7,2016,9
1,206.7w,8.3,2016,9
10,132.1w,8.6,2016,9
46,20.7y,7.3,2015,9
46,5.8y,6.5,2015,9
56,5.2y,9.2,2015,9
36,5.4y,8.3,2015,9
40,5.2y,,2015,9
42,3.6y,7.5,2015,9
38,5.4y,,2015,9
36,1.4y,,2015,9
35,3.5y,,2015,9
37,7.6y,7.4,2015,9
40,3.1y,,2015,9
30,2.1y,,2015,9
28,1.1y,7.4,2015,9
42,6997.5w,,2015,9
36,1.1y,,2015,9
40,4671.5w,,2015,9
41,1.3y,7.2,2015,9
41,5123.2w,,2015,9
28,4284.3w,,2015,9
30,1254.8w,,2015,9
15,842.9w,7.2,2015,9
39,2192.5w,8.5,2015,9
44,10.1y,8.4,2014,9
96,44.7y,7.4,2014,9
36,4.5y,,2014,9
45,6.1y,7.9,2014,9
30,1.6y,,2014,9
34,1.2y,,2014,9
36,6241.3w,7.5,2014,9
40,1.8y,6.6,2014,9
43,6825.1w,8.4,2014,9
48,2.1y,,2014,9
60,3.6y,,2014,9
31,6563.3w,,2014,9
59,1.9y,7.2,2014,9
42,3899.2w,,2014,9
44,1.1y,6.8,2014,9
30,2247.9w,,2014,9
10,2077.8w,8.5,2014,9
4,227.1w,9.2,2014,9
10,285.1w,8.7,2014,9
,1949.9w,7.1,2014,9
,152.0w,,2014,9
,70.9w,7.4,2014,9
42,3.3y,,2013,9
49,4.3y,7.6,2013,9
46,1637.0w,7.6,2013,9
44,3.3y,8.5,2013,9
35,2.3y,,2013,9
46,7.0y,,2013,9
40,7199.2w,,2013,9
39,1.2y,7.5,2013,9
40,2.6y,8.7,2013,9
40,3.6y,,2013,9
37,1.9y,,2013,9
36,1.5y,,2013,9
33,2396.8w,,2013,9
50,1.7y,,2013,9
30,6885.8w,,2013,9
36,2.5y,7.9,2013,9
46,6303.3w,,2013,9
29,2186.0w,,2013,9
40,1.3y,,2013,9
39,2054.9w,8,2013,9
36,1.0y,,2013,9
30,7612.1w,7.3,2013,9
30,1611.4w,7.4,2013,9
30,2613.4w,,2013,9
34,748.1w,7.8,2013,9
32,554.2w,7.3,2013,9
22,436.7w,7.3,2013,9
35,124.3w,7.9,2013,9
,631.5w,,2013,9
1,34.3w,7,2013,9
,3.6w,7.4,2013,9
42,1.9y,8.1,2012,9
30,2.1y,,2012,9
27,2.0y,,2012,9
33,6935.3w,8.4,2012,9
39,3.5y,7,2012,9
36,4108.6w,7.8,2012,9
40,8.6y,,2012,9
45,1497.2w,8.4,2012,9
28,6047.4w,,2012,9
44,8711.8w,6.4,2012,9
33,2050.2w,,2012,9
30,2746.0w,7.8,2012,9
32,2504.1w,,2012,9
31,2960.6w,9.2,2012,9
30,464.3w,7.3,2012,9
30,1898.3w,,2012,9
26,1077.9w,,2012,9
30,219.6w,,2012,9
23,290.6w,,2012,9
30,560.0w,7.2,2012,9
,2.5w,8.4,2012,9
,2.7w,8.6,2012,9
,6015,8.2,2012,9
86,17.3y,8.8,2011,9
30,6117.1w,7.5,2011,9
33,4134.4w,7.9,2011,9
30,4816.9w,,2011,9
45,1.6y,8.7,2011,9
28,9897.2w,7.4,2011,9
39,804.7w,7.1,2011,9
34,1131.0w,7.5,2011,9
39,1.4y,,2011,9
26,3803.9w,8.2,2011,9
26,3077.7w,8.6,2011,9
35,4815.5w,7.3,2011,9
29,9686.7w,,2011,9
41,1408.2w,7.6,2011,9
35,2689.3w,7.4,2011,9
35,4632.8w,,2011,9
35,301.4w,,2011,9
32,3326.7w,8,2011,9
34,597.3w,,2011,9
20,1458.3w,,2011,9
28,3065.8w,,2011,9
31,596.2w,,2011,9
32,495.3w,7.3,2011,9
22,499.7w,,2011,9
26,583.5w,7.3,2011,9
30,203.4w,7.2,2011,9
30,138.6w,,2011,9
,100.1w,8.9,2011,9
,12.1w,8.9,2011,9
,11.1w,7.3,2011,9
36,19.5y,8.9,2020,10
40,40.2y,8.6,2019,10
40,3.7y,7.5,2019,10
36,2.5y,7.3,2019,10
36,4.2y,7.9,2018,10
36,2841.2w,7.3,2017,10
16,2.7y,8.1,2017,10
16,2.6y,8.1,2017,10
12,4.5y,7.3,2016,10
10,1089.8w,8.6,2016,10
10,4269.8w,8.4,2015,10
40,56.0y,7.5,2021,11
43,25.1y,7.6,2020,11
78,21.2y,9.4,2020,11
46,93.7y,9,2019,11
37,22.1y,8.5,2019,11
56,23.0y,7.9,2019,11
5,7.0y,9.3,2019,11
66,153.4y,7.2,2018,11
42,64.0y,7.2,2018,11
48,23.2y,8.6,2018,11
54,31.7y,8,2018,11
45,3.2y,7.1,2018,11
65,17.4y,6.4,2018,11
67,142.6y,7.5,2017,11
56,73.9y,6.9,2017,11
75,38.4y,8.3,2017,11
40,7.4y,9.1,2017,11
72,23.5y,6.5,2017,11
58,7.4y,7.3,2017,11
52,2.1y,6.8,2017,11
78,1.4y,6.3,2017,11
16,1.8y,6.3,2017,11
54,1.2y,6.2,2017,11
5,6548.4w,8.5,2017,11
,34.0y,7.9,2017,11
,2017.7w,6,2017,11
,2.6y,7.3,2017,11
,4015.1w,7,2017,11
55,114.5y,7.5,2016,11
18,22.3y,7,2016,11
28,26.1y,7.3,2016,11
62,37.7y,6.5,2016,11
40,9.8y,6.7,2016,11
62,1.1y,6.4,2016,11
25,8010.4w,7.9,2016,11
,1.7y,6.3,2016,11
,1107.6w,6.3,2016,11
58,56.3y,8,2015,11
48,7.8y,6.5,2015,11
66,4.8y,6.2,2015,11
72,2.7y,6.8,2015,11
35,2.7y,,2015,11
62,4.4y,6.3,2015,11
36,1.0y,7.6,2015,11
39,6.3y,,2015,11
50,5.6y,7.8,2015,11
44,10.1y,8.4,2014,11
75,4.7y,,2014,11
10,1.8y,9.5,2014,11
63,6230.4w,6.5,2014,11
,34.0w,8.4,2014,11
51,2.6y,9.4,2013,11
62,6.0y,8.5,2013,11
10,1.8y,9.5,2013,11
10,2.1y,9.5,2012,11
,9497.1w,6.8,2012,11
,21.8w,8.4,2012,11
86,17.3y,8.8,2011,11
72,15.1y,9.1,2011,11
36,1.6y,7.4,2011,11
10,3.8y,9.5,2011,11
50,6.6y,7.6,2021,12
39,3.1y,7.6,2021,12
32,2.1y,7.5,2021,12
51,55.5y,8.4,2020,12
43,2.9y,7.5,2020,12
24,7642.7w,7.4,2020,12
50,99.2y,9.1,2019,12
50,70.9y,7.8,2019,12
56,24.3y,7.1,2019,12
37,6.4y,6.1,2018,12
32,7.7y,,2017,12
40,4.4y,7,2017,12
42,6.8y,7.8,2016,12
38,3.9y,8.9,2016,12
10,1836.9w,7.2,2016,12
42,4.9y,,2015,12
39,3.4y,7.1,2015,12
46,3440.8w,6.8,2015,12
6,2021.1w,7.2,2015,12
54,25.5y,7,2014,12
40,6.1y,7.3,2014,12
63,5.5y,,2014,12
2,1.1y,7.3,2014,12
,11.6w,7.1,2014,12
65,2.8y,6.6,2013,12
50,3.8y,,2013,12
60,17.1y,6.8,2013,12
34,1288.7w,7.5,2013,12
41,7882.5w,,2013,12
40,6713.6w,,2013,12
30,6724.4w,,2013,12
,4348.9w,7,2013,12
30,2.8y,8.2,2012,12
56,24.1y,7.4,2012,12
102,2.8y,7.1,2012,12
33,3563.6w,7.5,2012,12
38,6952.3w,8,2012,12
42,5.4y,7.7,2012,12
43,1.7y,,2012,12
42,5479.1w,7.6,2012,12
27,1.1y,,2012,12
42,2.5y,7.3,2012,12
30,1343.5w,,2012,12
36,2.0y,7.6,2011,12
34,1.7y,,2011,12
30,2897.2w,,2011,12
32,5667.6w,7.5,2011,12
43,3086.7w,7.5,2011,12
34,7432.3w,7.5,2011,12
33,5830.7w,,2011,12
37,1205.3w,7.4,2011,12
36,606.0w,,2011,12
12,478.7w,7.2,2021,13
12,621.9w,7.2,2021,13
42,12.0y,7.5,2020,13
38,8836.8w,7.5,2020,13
38,3925.9w,7.4,2020,13
40,440.2w,7.4,2020,13
62,2.2y,7.3,2020,13
36,20.9y,8,2019,13
43,28.3y,7.6,2019,13
38,2.9y,7.5,2019,13
24,2.0y,7.4,2019,13
37,1.6y,7.4,2019,13
12,2193.1w,7.3,2019,13
20,1.0y,7.7,2019,13
30,27.3y,8.3,2018,13
56,41.8y,7.9,2018,13
30,16.6y,8.3,2018,13
46,6.4y,,2018,13
20,5.0y,7.5,2018,13
35,3344.4w,7.4,2018,13
24,1.3y,7.2,2018,13
26,4.6y,7.9,2018,13
35,2.1y,7.4,2018,13
10,1.3y,7.6,2018,13
8,204.1w,9.2,2018,13
8,520.2w,8.3,2018,13
,58.8w,8.1,2018,13
20,8.4y,8.4,2017,13
20,6.6y,8.4,2017,13
30,23.4y,8.5,2017,13
30,15.0y,8.5,2017,13
20,4.9y,8,2017,13
42,16.3y,7.5,2017,13
42,2.7y,,2017,13
25,3.5y,7.9,2017,13
10,3083.1w,8.7,2017,13
50,1288.5w,,2017,13
22,4527.4w,7.2,2017,13
15,7400.5w,7.3,2017,13
20,2196.9w,6.8,2017,13
12,983.8w,7.1,2017,13
24,666.2w,7.1,2017,13
8,181.7w,7.8,2017,13
22,1.3y,8.8,2016,13
12,5.7y,8.5,2016,13
32,2.7y,8,2016,13
36,2.2y,7.2,2016,13
37,2.5y,8.9,2016,13
36,9191.0w,7.6,2016,13
16,1.1y,7.6,2016,13
200,4230.5w,7.3,2016,13
16,1.7y,7.4,2016,13
3,1884.1w,8.7,2016,13
10,956.1w,8.1,2016,13
24,6445.9w,7.3,2016,13
42,7214.9w,7.7,2016,13
3,1271.5w,8.4,2016,13
30,6270.5w,8.2,2016,13
4,3594.9w,7.2,2016,13
16,5.5y,7.2,2016,13
10,1836.9w,7.2,2016,13
10,1089.8w,8.6,2016,13
20,2423.9w,7.2,2016,13
8,244.3w,7.9,2016,13
12,1.1y,7.1,2016,13
10,7135.1w,7.6,2016,13
6,274.6w,7.1,2016,13
6,897.8w,7.1,2016,13
15,1.1y,7.1,2016,13
8,30.8w,7.1,2016,13
12,598.7w,7,2016,13
38,2.8y,,2015,13
33,17.1y,8.3,2015,13
22,1.8y,8.7,2015,13
32,13.1y,8.2,2015,13
38,2.9y,8,2015,13
42,2.0y,7.8,2015,13
35,2.3y,7.8,2015,13
43,1.7y,,2015,13
48,3740.4w,7.8,2015,13
42,1.9y,,2015,13
15,5186.6w,7.5,2015,13
8,1.8y,7.3,2015,13
10,1594.1w,7.3,2015,13
10,4269.8w,8.4,2015,13
20,1292.4w,7.2,2015,13
12,3619.6w,7.2,2015,13
10,1.2y,7.8,2015,13
20,361.3w,7.2,2015,13
12,165.5w,7.1,2015,13
22,74.2w,7.1,2015,13
4,1967.5w,7.1,2015,13
12,2226.9w,7.1,2015,13
12,7710.2w,7.1,2015,13
16,4385.4w,7.1,2015,13
,209.9w,6.4,2015,13
6,36.1w,7,2015,13
,1012.2w,7.4,2015,13
,199.6w,7.3,2015,13
24,2.9y,8.5,2014,13
43,9.7y,8.5,2014,13
33,3.1y,8.4,2014,13
22,1.8y,8.7,2014,13
34,1.9y,8.5,2014,13
4,3042.4w,,2014,13
86,799.1w,7,2014,13
30,9246.4w,,2014,13
46,2.5y,,2014,13
38,4221.3w,7.9,2014,13
42,3665.6w,7.5,2014,13
32,4.1y,,2014,13
588,6370.8w,7.4,2014,13
49,3.6y,,2014,13
34,2.1y,6.4,2014,13
30,4662.1w,,2014,13
38,2.0y,8.2,2014,13
8,1451.5w,9.1,2014,13
60,4.3y,7.4,2014,13
7,1198.4w,8.8,2014,13
12,220.4w,8.8,2014,13
12,1462.7w,,2014,13
8,91.7w,8.9,2014,13
10,173.5w,9.1,2014,13
20,5681.2w,7,2014,13
12,2553.6w,7.2,2014,13
7,167.6w,8.5,2014,13
,1164.0w,,2014,13
10,334.0w,7.1,2014,13
1,77.2w,7.1,2014,13
32,1.6y,8.7,2013,13
60,17.1y,6.8,2013,13
24,1.9y,9,2013,13
40,6.1y,8.5,2013,13
33,1078.1w,8.4,2013,13
34,1.1y,7.5,2013,13
26,1808.7w,,2013,13
29,1495.3w,,2013,13
28,1636.0w,,2013,13
30,7612.1w,7.3,2013,13
32,1472.6w,,2013,13
30,685.0w,7.4,2013,13
37,391.4w,7.3,2013,13
38,4225.9w,8.1,2013,13
32,1300.5w,8.6,2013,13
6,1313.2w,8.9,2013,13
25,996.1w,,2013,13
10,259.8w,8.7,2013,13
10,158.9w,9,2013,13
6,128.0w,8.1,2013,13
20,1.1y,7.3,2013,13
12,232.5w,7.1,2013,13
10,148.5w,7.1,2013,13
,748.0w,9.3,2013,13
8,193.9w,7.1,2013,13
,20.5w,9,2013,13
,7.3w,8.4,2013,13
,12.3w,8,2013,13
,12.7w,8.7,2013,13
,5.6w,7.9,2013,13
24,2.2y,9.2,2012,13
32,6.1y,7.9,2012,13
31,1840.4w,7.5,2012,13
36,4108.6w,7.8,2012,13
45,1.3y,,2012,13
49,6639.8w,7.2,2012,13
33,6091.1w,,2012,13
28,1932.4w,,2012,13
44,1.3y,,2012,13
34,1235.0w,7.8,2012,13
34,1.0y,,2012,13
28,2049.4w,7.3,2012,13
29,298.0w,,2012,13
8,358.0w,8.7,2012,13
26,94.2w,,2012,13
6,471.5w,9.1,2012,13
40,330.3w,,2012,13
15,906.9w,8,2012,13
20,5277.5w,,2012,13
20,4338.8w,,2012,13
,717.0w,9.3,2012,13
,5.6w,8.8,2012,13
,2.0w,7.5,2012,13
,2.2w,8.5,2012,13
,3.8w,8.1,2012,13
,2.4w,8.9,2012,13
,1.9w,7.4,2012,13
,,8,2012,13
,,7,2012,13
,6.6w,7.6,2012,13
23,3.3y,9.3,2011,13
32,1.1y,,2011,13
37,6609.2w,7.5,2011,13
35,2053.9w,7.5,2011,13
36,2071.7w,7.5,2011,13
24,1659.4w,,2011,13
26,3042.4w,,2011,13
50,1100.4w,,2011,13
28,1.4y,7.4,2011,13
35,482.2w,7.4,2011,13
23,2730.4w,,2011,13
34,2569.1w,8,2011,13
27,1560.2w,,2011,13
32,179.8w,7.4,2011,13
36,879.0w,,2011,13
50,965.2w,,2011,13
32,276.3w,7.3,2011,13
38,1260.0w,7.7,2011,13
8,476.2w,8.3,2011,13
20,983.6w,,2011,13
34,136.8w,7.2,2011,13
24,103.6w,7.2,2011,13
32,271.2w,7.2,2011,13
4,486.4w,7.1,2011,13
10,823.1w,7.1,2011,13
20,38.5w,,2011,13
9,234.1w,7.8,2011,13
,717.0w,9.3,2011,13
35,264.2w,7,2011,13
,19.6w,8.9,2011,13
4,1441.0w,7.3,2021,14
18,1.7y,8.4,2019,14
16,1.1y,7.4,2019,14
10,6935.5w,8.6,2018,14
10,1.3y,7.6,2018,14
5,3014.3w,8.7,2018,14
25,3.8y,8.5,2017,14
9,2.4y,9.3,2017,14
3,6356.7w,8,2017,14
5,9296.5w,7.3,2017,14
5,6548.4w,8.5,2017,14
4,1050.6w,7.2,2017,14
30,6.9y,,2016,14
52,6.1y,,2016,14
30,8.4y,,2016,14
12,1.9y,8.6,2016,14
25,5.3y,8.8,2016,14
,4196.6w,7.2,2016,14
24,4.7y,8.2,2015,14
30,8563.9w,7.4,2015,14
16,4.7y,8,2014,14
50,3.2y,6.6,2013,14
11,4.3y,7.8,2013,14
100,1.8y,8,2013,14
28,53.0y,9,2021,15
44,1.7y,7.7,2021,15
36,13.4y,9.1,2021,15
12,1.1y,7.7,2021,15
47,6.7y,7.6,2021,15
16,3.0y,8.8,2021,15
43,6.8y,7.5,2021,15
30,1.1y,9.2,2021,15
32,1.0y,7.5,2021,15
34,7446.3w,7.5,2021,15
12,783.0w,7.4,2021,15
12,422.4w,7.5,2021,15
44,14.3y,7.6,2020,15
51,22.6y,9.1,2020,15
57,22.0y,8.8,2020,15
34,15.7y,7.6,2020,15
70,33.4y,7.6,2020,15
36,9.6y,7.6,2020,15
49,13.6y,8.6,2020,15
38,3.6y,7.6,2020,15
46,2.8y,7.5,2020,15
49,9.5y,7.6,2020,15
44,12.1y,8.8,2020,15
37,7.9y,7.6,2020,15
51,5.9y,7.6,2020,15
30,5.6y,7.5,2020,15
40,3.1y,7.5,2020,15
16,4.4y,8.3,2020,15
24,2.2y,7.5,2020,15
42,6.9y,7.5,2020,15
30,2.1y,7.5,2020,15
40,7.4y,7.5,2020,15
24,1.6y,7.5,2020,15
37,1.8y,7.5,2020,15
25,2.1y,7.5,2020,15
38,1.3y,7.5,2020,15
30,5299.3w,7.4,2020,15
30,6910.2w,7.4,2020,15
20,2.3y,7.4,2020,15
12,140.4w,7.2,2020,15
,54.2w,7.1,2020,15
,65.1w,7.1,2020,15
,100.4w,7.1,2020,15
46,7.9y,8.4,2019,15
45,16.3y,8.1,2019,15
24,11.6y,8.1,2019,15
38,1.5y,7.6,2019,15
35,3.6y,,2019,15
30,13.7y,8.3,2019,15
